can,APT_charge,ES_root_Mulliken_charge,ES_root_NPA_Rydberg,ES_root_NPA_charge,ES_root_NPA_core,ES_root_NPA_total,ES_root_NPA_valence,Mulliken_charge,NMR_anisotropy,NMR_shift,NPA_Rydberg,NPA_charge,NPA_core,NPA_total,NPA_valence,VBur,X,Y,Z
N[BH-](N)N,1.038348,0.472683,0.02911,0.55808,1.99949,4.44192,2.41333,0.447429,7.1394,119.301,0.02576,0.64554,1.99949,4.35446,2.32921,0.5482221522970422,6e-06,0.000169,0.43702
O=S(=O)(OB(OS(=O)(=O)C(F)(F)F)OS(=O)(=O)C(F)(F)F)C(F)(F)F,1.837311,0.68228,0.043,1.2833,1.99923,3.7167,1.67447,0.761403,2.9061,100.7664,0.04325,1.40245,1.99913,3.59755,1.55517,0.7168030207677785,0.133174,-0.083033,-1.130016
O=S(=O)(O[BH-](OS(=O)(=O)C(F)(F)F)OS(=O)(=O)C(F)(F)F)C(F)(F)F,1.620587,0.629848,0.04061,0.868,1.99896,4.132,2.09243,0.614392,5.7061,111.3694,0.03454,0.87892,1.99896,4.12108,2.08758,0.7142857142857143,-0.008205,-0.081112,-0.286779
OB(O)O,1.483708,0.510389,0.04427,1.19211,1.99963,3.80789,1.76399,0.581969,6.7588,96.5169,0.03363,1.29413,1.99951,3.70587,1.67272,0.4549244808055381,0.009454,-0.03466,0.000112
SB(S)S,0.948294,-0.123465,0.03488,-0.18272,1.99971,5.18272,3.14813,-0.085384,113.5678,43.643,0.03335,-0.05575,1.99967,5.05575,3.02274,0.6154814348646948,0.008968,-0.006502,-5e-05
S[BH-](S)S,0.960202,-0.073313,0.02559,-0.32713,1.99933,5.32713,3.30221,-0.064564,18.0155,116.9948,0.02431,-0.23894,1.99934,5.23894,3.21529,0.6148521082441787,-0.023309,0.019782,0.55618
[BH3-]F,0.854177,-0.58851,0.16478,-0.56366,1.99942,5.56366,3.39947,0.185702,47.2634,123.5998,0.01562,0.09731,1.99921,4.90269,2.88786,0.33480176211453744,0.688937,2.5e-05,-2e-05
[BH4-],0.278877,-0.576274,0.14618,-0.78844,1.99958,5.78844,3.64268,-0.245882,0.0274,159.1103,0.00319,-0.63377,1.9997,5.63377,3.63089,0.29397419760855886,-4.5e-05,-0.000309,0.000119
c1ccc([BH-](c2ccccc2)c2ccccc2)cc1,0.537998,-0.086884,0.0163,0.12257,1.99909,4.87743,2.86204,-0.039116,4.5732,120.8236,0.01519,0.11156,1.99912,4.88844,2.87413,0.7324575204531152,0.000492,-0.001516,-0.903274
c1ccc2c(c1)[BH-]1c3ccccc3C2c2ccccc21,0.365654,0.029137,0.01479,0.10941,1.99913,4.89059,2.87667,0.026837,6.3359,124.36,0.01371,0.11231,1.99914,4.88769,2.87484,0.6865166771554436,0.000163,-9.6e-05,1.505047
Brc1cc(Br)cc(B(c2cc(Br)cc(Br)c2)c2cc(Br)cc(Br)c2)c1,1.307253,0.029247,0.01524,0.57035,1.99907,4.42965,2.41534,0.181368,93.6297,42.7212,0.01441,0.89793,1.99908,4.10207,2.08859,0.7415827564505979,-0.000422,-0.000888,0.002463
Brc1ccc(B(c2ccc(Br)cc2)c2ccc(Br)cc2)cc1,1.402973,-0.050054,0.01533,0.48049,1.9991,4.51951,2.50508,0.117873,94.6542,42.8388,0.01445,0.87192,1.9991,4.12808,2.11452,0.7405601006922593,0.000721,-0.000838,0.000199
CC(C)(C)c1c(C#N)c(C#N)c(B(c2c(C#N)c(C#N)c(C(C)(C)C)c(C#N)c2C#N)c2c(C#N)c(C#N)c(C(C)(C)C)c(C#N)c2C#N)c(C#N)c1C#N,1.250538,-0.047505,0.01243,0.50483,1.99908,4.49517,2.48366,0.038032,109.7115,38.1306,0.01266,0.98005,1.99909,4.01995,2.0082,0.8964757709251101,0.014027,0.015387,-0.015363
CC(C)(C)c1c(C(F)(F)F)cc(B(c2cc(C(F)(F)F)c(C(C)(C)C)c(C(F)(F)F)c2)c2cc(C(F)(F)F)c(C(C)(C)C)c(C(F)(F)F)c2)cc1C(F)(F)F,1.363238,-0.102184,0.01548,0.44238,1.99907,4.55762,2.54307,0.100594,107.9836,41.9028,0.01415,0.91537,1.99909,4.08463,2.07138,0.7334015103838892,0.069989,-0.00327,-0.06808
CC(C)(C)c1c(N)c(C(C)(C)C)c([N+](=O)[O-])c(B(c2c([N+](=O)[O-])c(C(C)(C)C)c(N)c(C(C)(C)C)c2[N+](=O)[O-])c2c([N+](=O)[O-])c(C(C)(C)C)c(N)c(C(C)(C)C)c2[N+](=O)[O-])c1[N+](=O)[O-],1.400128,0.21536,0.0245,0.85646,1.99907,4.14354,2.11997,0.224189,106.9862,44.7533,0.02502,0.90744,1.99908,4.09256,2.06845,0.9693203272498426,0.182347,-0.298092,-0.152675
CC(C)(C)c1c(N)cc(B(c2cc(N)c(C(C)(C)C)c(N)c2)c2cc(N)c(C(C)(C)C)c(N)c2)cc1N,1.435832,-0.086989,0.01566,0.52115,1.99908,4.47885,2.4641,0.087287,95.221,42.3827,0.01483,0.88572,1.99909,4.11428,2.10035,0.7385934550031467,-0.032833,0.026197,0.033751
CC(C)(C)c1cc(B(c2cc(C(C)(C)C)c(Cl)c(C(C)(C)C)c2)c2cc(C(C)(C)C)c(Cl)c(C(C)(C)C)c2)cc(C(C)(C)C)c1Cl,1.35034,-0.085436,0.01513,0.48503,1.9991,4.51497,2.50073,0.081377,92.0227,42.0212,0.01449,0.87677,1.99911,4.12323,2.10963,0.7428414096916299,0.012359,0.019323,-0.024702
CC(C)(C)c1cc(B(c2cc(C(C)(C)C)c(N)c(C(C)(C)C)c2)c2cc(C(C)(C)C)c(N)c(C(C)(C)C)c2)cc(C(C)(C)C)c1N,1.415516,-0.143597,0.01484,0.45978,1.99908,4.54022,2.52629,0.029376,88.4868,45.3159,0.01451,0.83652,1.99909,4.16348,2.14988,0.7400881057268722,0.026995,-0.015224,0.025459
CC(C)(C)c1cc(B(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,1.270172,-0.057081,0.01539,0.52403,1.9991,4.47597,2.46148,0.097768,91.6662,40.9724,0.01452,0.87887,1.99911,4.12113,2.10751,0.74441472624292,1.5e-05,-0.029704,0.000261
CC(C)(C)c1cc(C(C)(C)C)c([N+](=O)[O-])c(B(c2c([N+](=O)[O-])c(C(C)(C)C)cc(C(C)(C)C)c2[N+](=O)[O-])c2c([N+](=O)[O-])c(C(C)(C)C)cc(C(C)(C)C)c2[N+](=O)[O-])c1[N+](=O)[O-],1.007516,-0.001724,0.02569,0.46501,1.9991,4.53499,2.51019,0.108086,148.124,15.5607,0.01761,1.05579,1.99908,3.94421,1.92752,0.9084329767149151,-0.001218,-0.00011,0.000323
CC(C)(C)c1ccc(B(c2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1,1.409363,-0.076572,0.01534,0.46057,1.99909,4.53943,2.52499,0.09362,93.5944,42.701,0.01437,0.86671,1.9991,4.13329,2.11981,0.7387507866582756,-0.000355,0.000161,-0.005605
CN(C)c1c(C#N)cc(B(c2cc(C#N)c(N(C)C)c(C#N)c2)c2cc(C#N)c(N(C)C)c(C#N)c2)cc1C#N,1.646865,-0.024498,0.01497,0.53507,1.99906,4.46493,2.4509,0.121364,89.1105,50.4822,0.01436,0.83923,1.99907,4.16077,2.14734,0.736941472624292,0.000334,0.001207,0.000568
CN(C)c1c(C(C)(C)C)cc(B(c2cc(C(C)(C)C)c(N(C)C)c(C(C)(C)C)c2)c2cc(C(C)(C)C)c(N(C)C)c(C(C)(C)C)c2)cc1C(C)(C)C,1.289002,-0.106936,0.01545,0.64828,1.99909,4.35172,2.33718,0.029955,107.2037,39.8524,0.0146,0.91517,1.9991,4.08483,2.07114,0.7421334172435494,-0.1269,-0.007376,-0.018978
CN(C)c1c(C(F)(F)F)c(C(F)(F)F)c(B(c2c(C(F)(F)F)c(C(F)(F)F)c(N(C)C)c(C(F)(F)F)c2C(F)(F)F)c2c(C(F)(F)F)c(C(F)(F)F)c(N(C)C)c(C(F)(F)F)c2C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,1.508895,0.139384,0.02703,0.93959,1.99916,4.06041,2.03421,0.135069,111.1747,42.2437,0.02705,0.93393,1.99916,4.06607,2.03986,0.9884361233480177,0.060476,0.000732,0.001022
CN(C)c1c(Cl)cc(B(c2cc(Cl)c(N(C)C)c(Cl)c2)c2cc(Cl)c(N(C)C)c(Cl)c2)cc1Cl,1.568219,-0.019468,0.01483,0.55279,1.99906,4.44721,2.43332,0.129935,90.7528,45.996,0.01441,0.86432,1.99907,4.13568,2.1222,0.7389867841409692,-0.014187,0.005261,0.001567
CN(C)c1c(F)cc(B(c2cc(F)c(N(C)C)c(F)c2)c2cc(F)c(N(C)C)c(F)c2)cc1F,1.567058,-0.023936,0.0153,0.51505,1.99906,4.48495,2.4706,0.137448,89.668,45.9586,0.01474,0.85652,1.99907,4.14348,2.12967,0.737885462555066,-0.032083,0.000491,0.025081
CN(C)c1c(N)c(B(c2c(N)c(N(C)C)c(F)c(N(C)C)c2N)c2c(N)c(N(C)C)c(F)c(N(C)C)c2N)c(N)c(N(C)C)c1F,1.115998,-0.250935,0.02001,0.32735,1.99911,4.67265,2.65352,-0.080559,116.6271,43.9569,0.01787,0.84074,1.99914,4.15926,2.14226,0.8650881057268722,0.345018,-0.022148,-0.001677
CN(C)c1c(N)cc(B(c2cc(N)c(N(C)C)c(N)c2)c2cc(N)c(N(C)C)c(N)c2)cc1N,1.392948,-0.067128,0.01573,0.52059,1.99909,4.47941,2.46458,0.106299,94.5996,41.4603,0.01489,0.89195,1.9991,4.10805,2.09407,0.7416614222781623,0.040387,-0.017147,0.011748
CN(C)c1c(O)cc(B(c2cc(O)c(N(C)C)c(O)c2)c2cc(O)c(N(C)C)c(O)c2)cc1O,1.478186,-0.054187,0.01555,0.5236,1.99907,4.4764,2.46178,0.108705,91.5058,44.0812,0.01505,0.86828,1.99908,4.13172,2.11759,0.7426840780365009,0.037117,-0.001893,0.059909
CN(C)c1c([N+](=O)[O-])cc(B(c2cc([N+](=O)[O-])c(N(C)C)c([N+](=O)[O-])c2)c2cc([N+](=O)[O-])c(N(C)C)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],1.597634,0.11828,0.01449,0.79682,1.99906,4.20318,2.18963,0.139837,89.7728,48.3436,0.01434,0.84192,1.99907,4.15808,2.14467,0.7353681560730019,0.015884,0.034512,0.028656
CN(C)c1cc(B(c2cc(N(C)C)c(Br)c(N(C)C)c2)c2cc(N(C)C)c(Br)c(N(C)C)c2)cc(N(C)C)c1Br,1.341903,-0.122193,0.0159,0.49768,1.99907,4.50232,2.48734,0.084122,108.9506,41.2595,0.01472,0.9172,1.9991,4.0828,2.06898,0.7382001258653241,0.003255,0.032877,0.001343
CN(C)c1cc(B(c2cc(N(C)C)c(C(F)(F)F)c(N(C)C)c2)c2cc(N(C)C)c(C(F)(F)F)c(N(C)C)c2)cc(N(C)C)c1C(F)(F)F,1.244193,-0.055405,0.01588,0.6113,1.9991,4.3887,2.37373,0.097848,107.9375,39.8707,0.01453,0.92804,1.9991,4.07196,2.05833,0.7398521082441787,0.074821,-0.000118,-0.031178
CN(C)c1cc(B(c2cc(N(C)C)c(N(C)C)c(N(C)C)c2)c2cc(N(C)C)c(N(C)C)c(N(C)C)c2)cc(N(C)C)c1N(C)C,1.473687,-0.083045,0.01501,0.51987,1.99908,4.48013,2.46605,0.081407,88.4816,45.2639,0.01462,0.85482,1.9991,4.14518,2.13146,0.7378067967275016,-0.071273,-0.009288,-0.012094
CN(C)c1cc(B(c2cc(N(C)C)c(O)c(N(C)C)c2)c2cc(N(C)C)c(O)c(N(C)C)c2)cc(N(C)C)c1O,1.380699,-0.084176,0.0151,0.49878,1.99908,4.50122,2.48704,0.08735,88.5457,46.3524,0.01466,0.84709,1.99909,4.15291,2.13916,0.737885462555066,0.029599,-0.035213,-0.057927
CN(C)c1cc(B(c2cc(N(C)C)c([N+](=O)[O-])c(N(C)C)c2)c2cc(N(C)C)c([N+](=O)[O-])c(N(C)C)c2)cc(N(C)C)c1[N+](=O)[O-],1.365208,0.023219,0.01533,0.65344,1.9991,4.34656,2.33214,0.141778,93.5631,41.8484,0.01474,0.89987,1.99911,4.10013,2.08628,0.7424480805538074,0.049486,0.008746,0.030039
CN(C)c1cc(B(c2cc(N(C)C)cc(N(C)C)c2)c2cc(N(C)C)cc(N(C)C)c2)cc(N(C)C)c1,1.300358,-0.067168,0.01546,0.5204,1.9991,4.4796,2.46504,0.111444,93.2289,39.4257,0.01483,0.89922,1.9991,4.10078,2.08685,0.7451227186910007,-0.062167,0.029124,0.035316
CN(C)c1cc(C(F)(F)F)c(B(c2c(C(F)(F)F)cc(N(C)C)cc2C(F)(F)F)c2c(C(F)(F)F)cc(N(C)C)cc2C(F)(F)F)c(C(F)(F)F)c1,1.533635,-9.7e-05,0.01902,0.47858,1.99918,4.52142,2.50322,0.049011,116.9037,40.8837,0.02465,0.90008,1.99919,4.09992,2.07608,0.98568281938326,-0.009482,-0.001984,0.001643
CN(C)c1ccc(B(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,1.565718,-0.12359,0.01501,0.46035,1.99907,4.53965,2.52557,0.049814,90.8026,46.4966,0.01444,0.82519,1.99909,4.17481,2.16128,0.73568281938326,-0.012142,-0.014245,0.01928
COc1c(B(c2c(OC)c(C(C)(C)C)c(C)c(C(C)(C)C)c2OC)c2c(OC)c(C(C)(C)C)c(C)c(C(C)(C)C)c2OC)c(OC)c(C(C)(C)C)c(C)c1C(C)(C)C,1.207955,0.155764,0.02413,0.4963,1.99905,4.5037,2.48053,0.204499,122.5216,35.8835,0.02531,0.97721,1.99906,4.02279,1.99842,0.9320327249842668,0.086406,0.018941,0.42938
COc1c(B(c2c(OC)c(N(C)C)c(C)c(N(C)C)c2OC)c2c(OC)c(N(C)C)c(C)c(N(C)C)c2OC)c(OC)c(N(C)C)c(C)c1N(C)C,1.230914,0.12815,0.02369,0.5783,1.99907,4.4217,2.39893,0.180413,120.896,40.6235,0.02519,0.95342,1.99909,4.04658,2.0223,0.922120830711139,-0.022571,0.228605,0.348266
COc1c(Br)c(C)c(Br)c(OC)c1B(c1c(OC)c(Br)c(C)c(Br)c1OC)c1c(OC)c(Br)c(C)c(Br)c1OC,1.299379,-0.025003,0.02251,0.45717,1.99906,4.54283,2.52125,0.040595,111.2388,42.0563,0.0235,0.91687,1.99908,4.08313,2.06055,0.9347073631214601,-0.064437,0.02641,0.00371
COc1c(Br)c(Cl)c(B(c2c(Cl)c(Br)c(OC)c(Br)c2Cl)c2c(Cl)c(Br)c(OC)c(Br)c2Cl)c(Cl)c1Br,1.280385,0.03892,0.02461,0.46932,1.99911,4.53068,2.50696,0.049732,104.1309,42.9115,0.03233,1.00378,1.99911,3.99622,1.96478,0.9096129641283827,-0.030796,-0.038204,0.016471
COc1c(Br)cc(B(c2cc(Br)c(OC)c(Br)c2)c2cc(Br)c(OC)c(Br)c2)cc1Br,1.411589,0.012522,0.01515,0.5654,1.99906,4.4346,2.42039,0.158949,91.5146,44.6699,0.01438,0.88317,1.99907,4.11683,2.10338,0.7404814348646948,0.02378,0.025547,0.030304
COc1c(C#N)c(C)c(C#N)c(OC)c1B(c1c(OC)c(C#N)c(C)c(C#N)c1OC)c1c(OC)c(C#N)c(C)c(C#N)c1OC,1.292722,0.139758,0.02255,0.55285,1.99909,4.44715,2.42551,0.247754,117.0265,42.7113,0.02401,0.96158,1.99911,4.03842,2.0153,0.8645374449339207,0.152792,0.070053,0.144662
COc1c(C#N)cc(B(c2cc(C#N)c(OC)c(C#N)c2)c2cc(C#N)c(OC)c(C#N)c2)cc1C#N,1.452745,-0.012787,0.01516,0.49062,1.99908,4.50938,2.49515,0.153016,91.9134,46.6219,0.01444,0.86917,1.99909,4.13083,2.11731,0.7384361233480177,-0.057169,-0.043713,0.081463
COc1c(C(F)(F)F)cc(B(c2cc(C(F)(F)F)c(OC)c(C(F)(F)F)c2)c2cc(C(F)(F)F)c(OC)c(C(F)(F)F)c2)cc1C(F)(F)F,1.374505,-0.018605,0.01516,0.48218,1.99909,4.51782,2.50357,0.145023,91.4024,44.3606,0.0144,0.87441,1.9991,4.12559,2.11209,0.7389081183134046,0.017274,0.013444,0.080424
COc1c(C)c(OC)c(C)c(B(c2c(C)c(OC)c(C)c(OC)c2C)c2c(C)c(OC)c(C)c(OC)c2C)c1C,1.157402,-0.075876,0.01775,0.44355,1.99914,4.55645,2.53956,-0.034342,120.5822,32.7787,0.016,0.96027,1.99915,4.03973,2.02458,0.9231434864694776,0.003698,-0.213862,0.005679
COc1c(C)c(OC)c(OC)c(B(c2c(OC)c(OC)c(C)c(OC)c2OC)c2c(OC)c(OC)c(C)c(OC)c2OC)c1OC,1.252903,0.087099,0.023,0.60068,1.99906,4.39932,2.37725,0.137758,113.751,44.2465,0.02378,0.91936,1.99908,4.08064,2.05779,0.9233008181246066,0.182681,0.026768,0.433742
COc1c(C)cc(B(c2cc(C)c(OC)c(C)c2)c2cc(C)c(OC)c(C)c2)cc1C,1.349902,-0.078515,0.01534,0.46709,1.9991,4.53291,2.51848,0.09137,93.2045,43.2707,0.01459,0.86927,1.9991,4.13073,2.11704,0.7420547514159849,-0.005678,0.007326,0.121326
COc1c(Cl)c(C)c(Cl)c(OC)c1B(c1c(OC)c(Cl)c(C)c(Cl)c1OC)c1c(OC)c(Cl)c(C)c(Cl)c1OC,1.217598,0.09657,0.02424,0.54967,1.99907,4.45033,2.42702,0.132088,121.2785,38.3705,0.02526,0.96242,1.99908,4.03758,2.01324,0.9405286343612335,-0.00417,-0.129778,-0.000651
COc1c(Cl)c(OC)c([N+](=O)[O-])c(B(c2c([N+](=O)[O-])c(OC)c(Cl)c(OC)c2[N+](=O)[O-])c2c([N+](=O)[O-])c(OC)c(Cl)c(OC)c2[N+](=O)[O-])c1[N+](=O)[O-],0.983557,0.40819,0.02699,0.69481,1.99898,4.30519,2.27922,0.37933,14.6947,107.849,0.0267,0.68877,1.99898,4.31123,2.28554,0.9161422278162367,-0.102481,0.100746,-0.462232
COc1c(Cl)cc(B(c2cc(Cl)c(OC)c(Cl)c2)c2cc(Cl)c(OC)c(Cl)c2)cc1Cl,1.398281,0.002048,0.01522,0.54336,1.99907,4.45664,2.44236,0.151364,92.0682,44.5635,0.01439,0.88241,1.99908,4.11759,2.10412,0.7394587791063562,-0.000211,-0.000372,-0.103589
COc1c(F)c(C)c(F)c(OC)c1B(c1c(OC)c(F)c(C)c(F)c1OC)c1c(OC)c(F)c(C)c(F)c1OC,1.245534,0.058619,0.02459,0.56105,1.99904,4.43895,2.41531,0.172052,114.1076,42.9144,0.02439,0.9311,1.99906,4.0689,2.04544,0.8787759597230963,-0.212347,0.108186,0.188194
COc1c(F)cc(B(c2cc(F)c(OC)c(F)c2)c2cc(F)c(OC)c(F)c2)cc1F,1.41479,-0.016971,0.01552,0.48212,1.99906,4.51788,2.5033,0.151498,90.5561,45.2493,0.01479,0.86743,1.99907,4.13257,2.11872,0.7393014474512272,-0.055069,-0.007467,0.086385
COc1c(N(C)C)cc(B(c2cc(N(C)C)c(OC)c(N(C)C)c2)c2cc(N(C)C)c(OC)c(N(C)C)c2)cc1N(C)C,1.38751,-0.070207,0.01517,0.53221,1.99909,4.46779,2.45353,0.099527,90.4105,44.0289,0.01459,0.87102,1.9991,4.12898,2.11529,0.7392227816236627,-0.028009,-0.026261,0.02377
COc1c(N)c(C)c(N)c(OC)c1B(c1c(OC)c(N)c(C)c(N)c1OC)c1c(OC)c(N)c(C)c(N)c1OC,1.158276,0.079314,0.02577,0.51603,1.99906,4.48397,2.45914,0.177376,136.8494,30.4216,0.02542,1.00953,1.99907,3.99047,1.96598,0.8968691000629326,-0.000194,-0.001423,0.221245
COc1c(N)c(OC)c(F)c(B(c2c(F)c(OC)c(N)c(OC)c2F)c2c(F)c(OC)c(N)c(OC)c2F)c1F,1.52283,-0.02785,0.02687,0.34257,1.99902,4.65743,2.63154,0.18776,112.0388,49.3095,0.02771,0.86332,1.99907,4.13668,2.1099,0.8016834487098804,-0.025176,0.099334,0.020018
COc1c(N)cc(B(c2cc(N)c(OC)c(N)c2)c2cc(N)c(OC)c(N)c2)cc1N,1.348565,-0.062083,0.01571,0.51837,1.99909,4.48163,2.46683,0.108463,93.4165,41.9587,0.01491,0.88605,1.99909,4.11395,2.09994,0.7429200755191945,0.008312,-0.01631,0.130269
COc1c(O)c(C)c(O)c(OC)c1B(c1c(OC)c(O)c(C)c(O)c1OC)c1c(OC)c(O)c(C)c(O)c1OC,1.241998,-0.002089,0.02378,0.52517,1.99907,4.47483,2.45197,0.066453,119.6887,39.7102,0.02371,0.93268,1.99909,4.06732,2.04453,0.9220421648835746,-0.1835,0.023217,-0.022771
COc1cc(B(c2cc(OC)c(Br)c(OC)c2)c2cc(OC)c(Br)c(OC)c2)cc(OC)c1Br,1.432112,-0.01704,0.01572,0.52861,1.99909,4.47139,2.45659,0.144364,91.9071,42.9857,0.01487,0.88307,1.99909,4.11693,2.10297,0.7389081183134046,0.036267,0.031924,0.033356
COc1cc(B(c2cc(OC)c(C(C)(C)C)c(OC)c2)c2cc(OC)c(C(C)(C)C)c(OC)c2)cc(OC)c1C(C)(C)C,1.416505,-0.061533,0.01569,0.5196,1.99908,4.4804,2.46564,0.105181,91.8613,42.794,0.01479,0.87831,1.99909,4.12169,2.10782,0.7393014474512272,0.007847,-0.097047,-0.044569
COc1cc(B(c2cc(OC)c(C(F)(F)F)c(OC)c2)c2cc(OC)c(C(F)(F)F)c(OC)c2)cc(OC)c1C(F)(F)F,1.324988,0.000239,0.01577,0.56068,1.99909,4.43932,2.42446,0.159086,93.1429,42.068,0.01472,0.89762,1.9991,4.10238,2.08857,0.7394587791063562,0.024403,0.141191,0.050187
COc1cc(B(c2cc(OC)c(Cl)c(OC)c2)c2cc(OC)c(Cl)c(OC)c2)cc(OC)c1Cl,1.391244,-0.014367,0.01574,0.52851,1.99909,4.47149,2.45667,0.147485,91.6617,43.3157,0.01485,0.88244,1.99909,4.11756,2.10362,0.7396947765890497,0.000359,0.043154,-0.034899
COc1cc(B(c2cc(OC)c(N)c(OC)c2)c2cc(OC)c(N)c(OC)c2)cc(OC)c1N,1.446246,-0.076274,0.01529,0.46872,1.99906,4.53128,2.51693,0.093718,88.2063,46.3404,0.01484,0.83849,1.99907,4.16151,2.1476,0.7392227816236627,0.037458,-0.082877,0.093319
COc1cc(B(c2cc(OC)c(OC)c(OC)c2)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,1.400374,-0.025284,0.01567,0.53702,1.99908,4.46298,2.44822,0.131936,91.8615,43.6315,0.01474,0.87937,1.99909,4.12063,2.1068,0.7385934550031467,-0.028371,-0.022957,0.045545
COc1cc(C)cc(OC)c1B(c1c(OC)cc(C)cc1OC)c1c(OC)cc(C)cc1OC,1.290048,0.104208,0.02291,0.4853,1.99908,4.5147,2.4927,0.253632,113.5863,44.7219,0.02315,0.92962,1.99911,4.07038,2.04812,0.8460509754562618,-0.189326,0.066238,-0.091553
COc1cc(Cl)c(B(c2c(Cl)cc(OC)cc2Cl)c2c(Cl)cc(OC)cc2Cl)c(Cl)c1,1.292791,-0.003465,0.02424,0.42745,1.99912,4.57255,2.54919,0.027391,113.5128,40.2194,0.02869,0.97992,1.99912,4.02008,1.99228,0.8967904342353682,-0.023492,-0.028726,-0.033396
COc1cc(OC)cc(B(c2cc(OC)cc(OC)c2)c2cc(OC)cc(OC)c2)c1,1.306242,-0.025452,0.01577,0.5284,1.99909,4.4716,2.45675,0.149645,93.949,40.4236,0.01471,0.90313,1.99909,4.09687,2.08306,0.743156073001888,0.049979,-0.08505,-0.01356
COc1ccc(B(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,1.389681,-0.096307,0.01519,0.44883,1.99908,4.55117,2.53689,0.079172,92.0136,45.2864,0.01448,0.84637,1.99909,4.15363,2.14006,0.7382001258653241,0.00037,0.00106,-0.105132
Cc1c(B(c2c(C)c(C(C)(C)C)c(C)c(C(C)(C)C)c2C)c2c(C)c(C(C)(C)C)c(C)c(C(C)(C)C)c2C)c(C)c(C(C)(C)C)c(C)c1C(C)(C)C,1.15907,-0.047302,0.01691,0.44975,1.99914,4.55025,2.5342,-0.028166,125.2717,30.4749,0.01821,0.96388,1.99915,4.03612,2.01876,0.9505191944619258,0.002178,0.339158,0.018228
Cc1c(B(c2c(C)c(C(F)(F)F)c(C)c(C(F)(F)F)c2C)c2c(C)c(C(F)(F)F)c(C)c(C(F)(F)F)c2C)c(C)c(C(F)(F)F)c(C)c1C(F)(F)F,1.172075,-0.071607,0.0162,0.43817,1.99916,4.56183,2.54647,-0.06068,126.5023,30.6669,0.01893,0.9742,1.99916,4.0258,2.00771,0.9336060415355569,0.026266,-0.015038,-0.048999
Cc1c(B(c2c(C)c(N(C)C)c(C)c(N(C)C)c2C)c2c(C)c(N(C)C)c(C)c(N(C)C)c2C)c(C)c(N(C)C)c(C)c1N(C)C,1.146262,-0.047882,0.01793,0.51058,1.99914,4.48942,2.47235,-0.029804,122.0821,32.5987,0.01666,0.97265,1.99914,4.02735,2.01154,0.9261327879169289,0.18564,0.204122,-0.105683
Cc1c(B(c2c(C)c([N+](=O)[O-])c(C)c([N+](=O)[O-])c2C)c2c(C)c([N+](=O)[O-])c(C)c([N+](=O)[O-])c2C)c(C)c([N+](=O)[O-])c(C)c1[N+](=O)[O-],1.183785,-0.038291,0.01722,0.96918,1.99915,4.03082,2.01446,-0.03906,124.6475,31.4966,0.01721,0.97379,1.99914,4.02621,2.00985,0.9228288231592197,0.001287,-0.001129,0.012694
Cc1c(Br)c(Br)c(B(c2c(Br)c(Br)c(C)c(Br)c2Br)c2c(Br)c(Br)c(C)c(Br)c2Br)c(Br)c1Br,1.205123,0.165018,0.02387,0.49679,1.99913,4.50321,2.48021,0.16574,91.5315,47.7993,0.03532,0.99814,1.99911,4.00186,1.96743,0.9314033983637507,0.001201,0.001043,-0.002474
Cc1c(Br)c(C#N)c(B(c2c(C#N)c(Br)c(C)c(Br)c2C#N)c2c(C#N)c(Br)c(C)c(Br)c2C#N)c(C#N)c1Br,1.191596,-0.034258,0.01279,0.56521,1.99907,4.43479,2.42294,0.03493,109.2721,37.6281,0.01287,0.98146,1.99907,4.01854,2.00659,0.8991504090623034,0.000104,-0.003108,0.000845
Cc1c(Br)c(C(F)(F)F)c(B(c2c(C(F)(F)F)c(Br)c(C)c(Br)c2C(F)(F)F)c2c(C(F)(F)F)c(Br)c(C)c(Br)c2C(F)(F)F)c(C(F)(F)F)c1Br,1.373336,0.200026,0.02349,0.72331,1.99915,4.27669,2.25406,0.213816,102.4032,45.6602,0.02971,0.97958,1.99916,4.02042,1.99155,0.9857614852108244,-0.000253,0.001405,-0.003318
Cc1c(Br)c(C)c(B(c2c(C)c(Br)c(C)c(Br)c2C)c2c(C)c(Br)c(C)c(Br)c2C)c(C)c1Br,1.193448,-0.067225,0.01565,0.42879,1.99913,4.57121,2.55643,-0.042864,123.7954,31.5111,0.01845,0.98301,1.99913,4.01699,1.99941,0.9198395217117684,-0.009894,0.003385,-0.001431
Cc1c(Br)c(Cl)c(B(c2c(Cl)c(Br)c(C)c(Br)c2Cl)c2c(Cl)c(Br)c(C)c(Br)c2Cl)c(Cl)c1Br,1.256589,0.052102,0.02473,0.50391,1.99912,4.49609,2.47224,0.055195,102.5801,43.547,0.03279,1.00507,1.99911,3.99493,1.96303,0.9129169288860919,0.000573,0.001044,0.002428
